Nosaukums,Reģistrācijas numurs,Juridiskais status,Vadītājs,Filiāļu skaits,Strukturvienību skaits,Veids,Tips,Faktiskais dibinātājs,Deklarētais dibinātājs,Adrese,Tālrunis,E-pasts,Novads/Pilsēta,Likvidēta,visc_kods,pasvaldiba,urban,valoda,lat,lng
Mācību un Konsultācijas Centrs „Audita un Grāmatvedības serviss”,3360800540,Juridiskā vai fiziskā persona,,0,0,Profesionālās izglītības iestāde,Pieaugušo izglītības iestāde,"Sabiedrība ar ierobežotu atbildību „Audita un Grāmatvedības serviss""","Sabiedrība ar ierobežotu atbildību „Audita un Grāmatvedības serviss""","OZOLCIEMA IELA 20/1 - 81, RĪGA, LV-1058",63425864,mkc@AGServiss.com naz.ineta@inbox.lv,Rīga,J,,,,,56.8993374,24.0858455
"Mācību un konsultāciju centrs ""ALT Consulting""",3360800594,Juridiskā vai fiziskā persona,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,,,,,,,J,,,,,0,The geocode was successful but returned no results. This may occur if the geocode was passed a non-existent address or a latlng in a remote location.
"Mācību un konsultāciju centrs ""BELLAT AV""",3360800701,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"SIA ""BELLAT AV""","SIA ""BELLAT AV""","TĪNŪŽU IELA 14 - 132, RĪGA, LV-1021",29780812,bellat_av@inbox.lv,Rīga,N,,,,,56.9340766,24.2083799
"Mācību un konsultāciju centrs ""Līderis tevī""",4380800867,Biedrības struktūrvienība,ANITA ROŠĀNE,0,0,Pieaugušo neformālās izglītības iestāde,Pieaugušo neformālās izglītības iestāde,"Biedrība ""MODUS VIVENDI A""","Biedrība ""MODUS VIVENDI A""","MĀLKALNES PROSPEKTS 3, OGRE, OGRES NOVADS, LV-5001",26464610,modus.vivendi.a@inbox.lv,Ogres novads,N,,,,,56.8219129,24.5949798
"Mācību un konsultāciju centrs ""Litteris""",3360800789,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"SIA ""LVA""","SIA ""LVA""","ANTONIJAS IELA 24 - 5, RĪGA, LV-1010",20004578,mkc.litteris@gmail.com,Rīga,N,,,,,0,Didn't find exactly one placemark! (Found 2)
"Mācību un konsultāciju centrs ""Metisa""",4360800888,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"Sabiedrība ar ierobežotu atbildību ""LUKSS AG""","Sabiedrība ar ierobežotu atbildību ""LUKSS AG""","ZVAIGZNĪTES, BIRZGALES PAGASTS, ĶEGUMA NOVADS, LV-5033",28377277,gitasz@inbox.lv,Ķeguma novads,N,,,,,56.6357206,24.7818978
"Mācību un konsultatīvais centrs ""LENIS""",4360800775,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"Sabiedrība ar ierobežotu atbildību ""LENIS""","Sabiedrība ar ierobežotu atbildību ""LENIS""","AKMEŅU IELA 47, OGRE, OGRES NOVADS, LV-5001",65049249,info.lenis@inbox.lv,Ogres novads,N,,,,,56.7935013,24.618357
"Mācību un konsultatīvais centrs ""Mensarius""",3360800761,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"Sabiedrība ar ierobežotu atbildību ""Mensarius""","Sabiedrība ar ierobežotu atbildību ""Mensarius""","JAUNCIEMA 3. ŠĶĒRSLĪNIJA 13, RĪGA, LV-1023",29715835,mensarius@gmail.com,Rīga,N,,,,,57.0437957,24.1780458
Mācību un konsultatīvais centrs ”FORSETI”,4360800686,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Sabiedrība ar ierobežotu atbildību „FORSETI”,Sabiedrība ar ierobežotu atbildību „FORSETI”,"JŪRMALAS IELA 65, SALACGRĪVA, SALACGRĪVAS NOVADS, LV-4033",29793725,info@forseti.lv,Salacgrīvas novads,N,,,,,57.7449966,24.3492267
Mācību un sabiedrisko aktivitāšu centrs,3180800902,Biedrības struktūrvienība,ANNA OPOLĀ,0,0,Pieaugušo neformālās izglītības iestāde,Pieaugušo neformālās izglītības iestāde,"Biedrība ""Sabiedrisko aktivitāšu atbalsta centrs""","Biedrība ""Sabiedrisko aktivitāšu atbalsta centrs""","RAIŅA IELA 5a, RĒZEKNE, LV-4601",26430483,biedribasaac@gmail.com,Rēzekne,N,,,,,56.5056546,27.3362928
Madlienas vidusskola,4313900188,Pastarpinātās pārvaldes iestāde,EDGARS VIŅĶIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Ogres novada Dome,Ogres novada Dome,"""Skola"", MADLIENA, MADLIENAS PAGASTS, OGRES NOVADS, LV-5045","65039158, 65039106",madlienasvidusskola@ogresnovads.lv,Ogres novads,N,07031405,70,4,1,56.845224,25.1552149
"Madlienas vispārējā pirmsskolas izglītības iestāde ""Taurenītis""",4301901452,Pastarpinātās pārvaldes iestāde,INGRĪDA MĀRTIŅA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Ogres novada Dome,Ogres novada Dome,"Taurenīši, MADLIENA, MADLIENAS PAGASTS, OGRES NOVADS, LV-5045",65039179,,Ogres novads,N,,,,,56.8459965,25.1601242
Madonas Bērnu un jaunatnes sporta skola,4471902198,Pastarpinātās pārvaldes iestāde,VOLDEMĀRS ŠMUGAIS,0,0,Profesionālās ievirzes izglītības iestāde,Sporta skola,Madonas novada pašvaldība,Madonas novada Dome,"GAUJAS IELA 13, MADONA, MADONAS NOVADS, LV-4801",64821192,sportaskola@e-madona.lv,Madonas novads,N,,,,,56.8581153,26.2167932
Madonas Bērnu un jauniešu centrs,4451900102,Pastarpinātās pārvaldes iestāde,GUNITA KĻAVIŅA,0,2,Bērnu un jauniešu interešu izglītības iestāde,Bērnu un jauniešu interešu izglītības iestāde,Madonas novada pašvaldība,Madonas novada Dome,"SKOLAS IELA 8a, MADONA, MADONAS NOVADS, LV-4801",64807552,bjc@madona.lv,Madonas novads,N,,,,,56.8523919,26.2154311
Madonas Mākslas skola,4475902348,Pastarpinātās pārvaldes iestāde,KRISTĪNE ŠULCE,0,0,Profesionālās ievirzes izglītības iestāde,Mākslas skola,Madonas novada pašvaldība,Madonas novada Dome,"VALDEMĀRA BULVĀRIS 3, MADONA, MADONAS NOVADS, LV-4801",64821979,m_maksla@inbox.lv,Madonas novads,N,,,,,56.8545486,26.2184589
Madonas pilsētas 1. vidusskola,4413902416,Pastarpinātās pārvaldes iestāde,ROMĀNS LIŽBOVSKIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Madonas novada pašvaldība,Madonas novada Dome,"VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801","64807547, 64807546",mv1@madona.lv,Madonas novads,N,06331314,63,3,1,56.855297,26.2171021
Madonas pilsētas 2. vidusskola,4413900132,Pastarpinātās pārvaldes iestāde,VALENTĪNS RAKSTIŅŠ,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Madonas novada pašvaldība,Madonas novada Dome,"SKOLAS IELA 10, MADONA, MADONAS NOVADS, LV-4801",64860135,madvidusskola2@inbox.lv,Madonas novads,N,06331315,63,3,1,56.8528161,26.2151183
Madonas pilsētas ģimnāzija,1613900134,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Madonas pilsētas dome,Madonas pilsētas dome,"VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801",4822565,mad.gim@madona.lv,Madonas novads,J,,,,,56.855297,26.2171021
"Madonas pilsētas pirmsskolas izglītības iestāde ""Kastanītis""",4401900094,Pastarpinātās pārvaldes iestāde,KATRĪNE CIRŠA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Madonas novada pašvaldība,Madonas novada Dome,"BLAUMAŅA IELA 19, MADONA, MADONAS NOVADS, LV-4801",64821203,kastanitis@madona.lv,Madonas novads,N,,,,,56.8502868,26.2145252
"Madonas pilsētas pirmsskolas izglītības iestāde ""Priedīte""",4401900095,Pastarpinātās pārvaldes iestāde,GITA LANCMANE,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Madonas novada pašvaldība,Madonas novada Dome,"VALMIERAS IELA 17, MADONA, MADONAS NOVADS, LV-4801","64807535, 64807534",priedite@madona.lv,Madonas novads,N,,,,,56.8574206,26.2224873
"Madonas pilsētas pirmsskolas izglītības iestāde ""Saulīte""",4401900096,Pastarpinātās pārvaldes iestāde,DAIGA ĀBOLA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Madonas novada pašvaldība,Madonas novada Dome,"RAIŅA IELA 17, MADONA, MADONAS NOVADS, LV-4801",64860701,,Madonas novads,N,,,,,56.8550586,26.2112979
Madonas Vakara un neklātienes vidusskola,4414900127,Pastarpinātās pārvaldes iestāde,VARVARA MAKSIMČIKA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vakara (maiņu) vidusskola,Madonas novada pašvaldība,Madonas novada Dome,"VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801",64822049,vakarskola@madona.lv,Madonas novads,N,06341316,63,3,1,56.855297,26.2171021
Madonas Valsts ģimnāzija,4419902408,Pastarpinātās pārvaldes iestāde,VANDA MADERNIECE,0,0,Vispārējās izglītības iestāde,Valsts ģimnāzija,Madonas novada pašvaldība,Madonas novada Dome,"VALDEMĀRA BULVĀRIS 2a, MADONA, MADONAS NOVADS, LV-4801",64807648,mvg@madona.lv,Madonas novads,N,06361317,63,3,1,56.8547517,26.2190277
Majoru pamatskola,2912901352,Pastarpinātās pārvaldes iestāde,ILZE BĒRZIŅA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Jūrmalas pilsētas Dome,Jūrmalas pilsētas Dome,"RĪGAS IELA 3, JŪRMALA, LV-2015",67761666,majorupsk@edu.jurmala.lv,Jūrmala,J,,,,,56.9701039,23.8047256
Majoru vidusskola,2913901352,Pastarpinātās pārvaldes iestāde,ILZE BĒRZIŅA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Jūrmalas pilsētas Dome,Jūrmalas pilsētas Dome,"RĪGAS IELA 3, JŪRMALA, LV-2015",67761666,majorupsk@edu.jurmala.lv,Jūrmala,N,04631223,46,2,1,56.9701039,23.8047256
"Māju apsaimniekošanas speciālistu metodiskais mācību centrs ""Diogens""",3360800185,Biedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Biedrība Neatkarīgā māju pārvaldīšanas un apsaimniekošanas speciālistu asociācija,Biedrība Neatkarīgā māju pārvaldīšanas un apsaimniekošanas speciālistu asociācija,"ABRENES IELA 2, RĪGA, LV-1003",29451337,neepa@e-apollo.lv,Rīga,N,,,,,56.9441533,24.1309854
Mākoņkalna pamatskola,1912901157,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Mākoņkalna pagasta Padome,Mākoņkalna pagasta Padome,"10, LV-4626",64648643,makonkalns@edu.rdnet.lv,10,J,,,,,0,Didn't find exactly one placemark! (Found 16)
Mākoņkalna pirmsskolas izglītības iestāde,4201902752,Pastarpinātās pārvaldes iestāde,VENIRANDA LAIZĀNE,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"SKOLAS IELA 3, LIPUŠKI, MĀKOŅKALNA PAGASTS, RĒZEKNES NOVADS, LV-4626",64646742,makonkalnspii@saskarsme.lv,Rēzeknes novads,N,,,,,56.2907436,27.4364812
Mākslas izglītības centrs TRĪS KRĀSAS,3360800364,Biedrības struktūrvienība,ILZE VĪTOLA,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Biedrība „Mākslas izglītības centrs TRĪS KRĀSAS”,Biedrība „Mākslas izglītības centrs TRĪS KRĀSAS”,"KAZARMU IELA 7 - 11, RĪGA, LV-1013",29357561,triskrasas@ triskrasas.lv,Rīga,N,,,,,56.9735098,24.1409747
"Mākslas skola ""Iberians""",3331800657,Juridiskā vai fiziskā persona,,0,0,Profesionālās izglītības iestāde,Profesionālās vidējās izglītības iestāde,"SIA ""Iberians""","SIA ""Iberians""","LĀČPLĒŠA IELA 7-1, RĪGA, LV-1010",67541005,,Rīga,J,,,,,0,Didn't find exactly one placemark! (Found 2)
"Mākslas skola ""Mākslas aptieka""",4351801419,Nodibinājuma struktūrvienība,,0,0,Bērnu un jauniešu interešu izglītības iestāde,Bērnu un jauniešu interešu izglītības iestāde,"Nodibinājums Kultūras un izglītības fonds ""UPE""","Nodibinājums Kultūras un izglītības fonds ""UPE""","AUSEKĻA IELA 14, LIELVĀRDE, LIELVĀRDES NOVADS, LV-5070","65053082, 29892229",openart@apollo.lv,Lielvārdes novads,N,,,,,56.7178583,24.8101161
"Mākslinieciskās jaunrades centrs ""Praktiskās estētikas skola""",3351902466,Pastarpinātās pārvaldes iestāde,GUNTIS PĒTERSONS,0,0,Bērnu un jauniešu interešu izglītības iestāde,Bērnu un jauniešu interešu izglītības iestāde,Rīgas Dome,Rīgas Dome,"BURTNIEKU IELA 34, RĪGA, LV-1084","67333553, 67333073",estets@riga.lv,Rīga,N,,,,,56.9675991,24.1822513
Malienas pamatskola,4412900908,Pastarpinātās pārvaldes iestāde,IEVA BALTĀ-PILSĒTNIECE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Alūksnes novada pašvaldība,Alūksnes novada pašvaldība,"""Brenci 7"", BRENCI, MALIENAS PAGASTS, ALŪKSNES NOVADS, LV-4359",64354315,skola.mal@aluksne.edu.lv,Alūksnes novads,N,,,,,57.362225,27.163059
"Malienas pirmsskolas izglītības iestāde ""Mazputniņš""",4402902421,Pastarpinātās pārvaldes iestāde,IEVIŅA ĀBOLTIŅA,0,0,Pirmsskolas izglītības iestāde,Speciālā pirmsskolas iestāde,Alūksnes novada pašvaldība,Alūksnes novada pašvaldība,"""Mazputniņš"", BRENCI, MALIENAS PAGASTS, ALŪKSNES NOVADS, LV-4359",64354314,mazputnins@aluksne.lv,Alūksnes novads,N,,,,,57.362225,27.163059
Malnavas koledža,4247002587,Valsts tiešās pārvaldes iestāde,,0,0,Augstākās izglītības iestāde,Koledža,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"""Malnavas koledža"", MALNAVA, MALNAVAS PAGASTS, KĀRSAVAS NOVADS, LV-5750",65731110,malnavaskol@inbox.lv,Kārsavas novads,N,04871404,48,4,1,56.775611,27.7212179
Malnavas koledžas profesionālā vidusskola,4231002462,Valsts tiešās pārvaldes iestāde,JURIS BOZOVIČS,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Malnavas koledža,Malnavas koledža,"Malnavas koledža, MALNAVA, MALNAVAS PAGASTS, KĀRSAVAS NOVADS, LV-5750",65733274,malnavaskol@inbox.lv,Kārsavas novads,J,,,,,56.775611,27.7212179
"Malnavas pagasta pirmsskolas izglītības iestāde ""Sienāzītis""",4201900491,Pastarpinātās pārvaldes iestāde,JANĪNA ŅUKŠA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Kārsavas novada pašvaldība,Kārsavas novada pašvaldība,"Malnavas pagasta pirmsskolas izglītības iestāde ""Sienāzītis"", MALNAVA, MALNAVAS PAGASTS, KĀRSAVAS NOVADS, LV-5750",20223853,,Kārsavas novads,N,,,,,56.775611,27.7212179
Mālpils internātpamatskola,4312901113,Pastarpinātās pārvaldes iestāde,FRANČESKA ĢĒVELE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Mālpils novada Dome,Mālpils novada Dome,"PILS IELA 14, MĀLPILS, MĀLPILS NOVADS, LV-2152",67925131,gevele@malpilsskola.lv,Mālpils novads,N,,,,,57.0064797,24.948123
Mālpils Mūzikas un mākslas skola,4374902106,Pastarpinātās pārvaldes iestāde,JURIS VĪTUMS,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas un mākslas skola,Mālpils novada Dome,Mālpils novada Dome,"NĀKOTNES IELA 5, MĀLPILS, MĀLPILS NOVADS, LV-2152",67925474,juris.vitums@gmail.com,Mālpils novads,N,,,,,57.0100283,24.955403
"Mālpils novada pirmsskolas izglītības iestāde ""Māllēpīte""",4301901951,Pastarpinātās pārvaldes iestāde,MALDA ČELNOVA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Mālpils novada Dome,Mālpils novada Dome,"JAUNĀ IELA 3, MĀLPILS, MĀLPILS NOVADS, LV-2152","67925069, 67925252",piimalp@tvnet.lv,Mālpils novads,N,,,,,57.012721,24.9545498
Mālpils novada vidusskola,4313902967,Pastarpinātās pārvaldes iestāde,JEĻENA MIHEJEVA,0,2,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Mālpils novada Dome,Mālpils novada Dome,"SPORTA IELA 1, MĀLPILS, MĀLPILS NOVADS, LV-2152",67925340,vidusskola@malpils.lv,Mālpils novads,N,06531303,65,3,1,57.0051336,24.9575332
Mālpils Profesionālā vidusskola,4331901393,Pastarpinātās pārvaldes iestāde,FRANČESKA ĢĒVELE,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Mālpils novada Dome,Mālpils novada Dome,"PILS IELA 14, MĀLPILS, MĀLPILS NOVADS, LV-2152",67925267,gevele@malpilsskola.lv,Mālpils novads,N,06571302,65,3,1,57.0064797,24.948123
Mālpils vidusskola,4313901102,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Mālpils novada Dome,Mālpils novada Dome,"SPORTA IELA 1, MĀLPILS, MĀLPILS NOVADS, LV-2152",67925340,vidusskola@malpils.lv,Mālpils novads,J,,65,3,1,57.0051336,24.9575332,
Maltas 1. vidusskola,4213901160,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"SKOLAS IELA 5, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630",64631440,malta1@saskarsme.lv,Rēzeknes novads,J,08031420,80,4,1,56.3473092,27.1569883
Maltas 2. vidusskola,4213901074,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"SPORTA IELA 5, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630","64634355, 64634471, 64632071",malta2@saskarsme.lv,Rēzeknes novads,J,08033421,80,4,3,56.3489959,27.1564154
Maltas bērnu un jauniešu centrs,1951902453,Pastarpinātās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Bērnu un jauniešu interešu izglītības iestāde,Maltas pagasta Padome,Maltas pagasta Padome,"20, LV-4630",64621843,bjc.malta@tvnet.lv,20,J,,,,,0,Didn't find exactly one placemark! (Found 30)
Maltas Mūzikas skola,4276902321,Pastarpinātās pārvaldes iestāde,NORMUNDS ŠTEKELS,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas skola,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"BRĪVĪBAS IELA 6, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630",64635073,muzikasskola@saskarsme.lv,Rēzeknes novads,N,,,,,56.3489172,27.1607517
Maltas pirmsskolas izglītības iestāde,4201901565,Pastarpinātās pārvaldes iestāde,REGĪNA PRANČA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"SKOLAS IELA 25, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630",64631046,maltapii@saskarsme.lv,Rēzeknes novads,N,,,,,56.3497113,27.1660432
Maltas speciālā internātpamatskola,4220900956,Pastarpinātās pārvaldes iestāde,IVANS BEBRIŠS,0,0,Speciālās izglītības iestāde,Speciālā pamatskola,Rēzeknes novada pašvaldība,Rēzeknes novada pašvaldība,"ROZENTOVAS IELA 9, MALTA, MALTAS PAGASTS, RĒZEKNES NOVADS, LV-4630",64631050,maltasspec@saskarsme.lv,Rēzeknes novads,N,,,,,56.3421439,27.1824761
